Sex,Blood Type,Rhesus,Count
86,29,6,888
86,29,7,407
86,29,8,814
86,29,9,982
86,30,0,938
86,30,1,896
86,30,2,729
86,30,3,99
86,30,4,970
86,30,5,401
86,30,6,872
86,30,7,102
86,30,8,503
86,30,9,248
86,31,0,442
86,31,1,26
86,31,2,716
86,31,3,317
86,31,4,531
86,31,5,393
86,31,6,487
86,31,7,385
86,31,8,805
86,31,9,410
86,32,0,789
86,32,1,339
86,32,2,137
86,32,3,767
86,32,4,506
86,32,5,830
86,32,6,574
86,32,7,571
86,32,8,2
86,32,9,222
86,33,0,866
86,33,1,260
86,33,2,758
86,33,3,369
86,33,4,353
86,33,5,796
86,33,6,536
86,33,7,712
86,33,8,59
86,33,9,130
86,34,0,944
86,34,1,999
86,34,2,598
86,34,3,919
86,34,4,561
86,34,5,885
86,34,6,997
86,34,7,591
86,34,8,934
86,34,9,710
86,35,0,448
86,35,1,779
86,35,2,691
86,35,3,188
86,35,4,461
86,35,5,20
86,35,6,436
86,35,7,621
86,35,8,646
86,35,9,381
86,36,0,53
86,36,1,110
86,36,2,522
86,36,3,347
86,36,4,897
86,36,5,727
86,36,6,394
86,36,7,217
86,36,8,729
86,36,9,110
86,37,0,669
86,37,1,595
86,37,2,696
86,37,3,257
86,37,4,660
86,37,5,185
86,37,6,976
86,37,7,874
86,37,8,135
86,37,9,795
86,38,0,889
86,38,1,978
86,38,2,957
86,38,3,423
86,38,4,315
86,38,5,92
86,38,6,63
86,38,7,293
86,38,8,895
86,38,9,111
86,39,0,804
86,39,1,10
86,39,2,119
86,39,3,526
86,39,4,201
86,39,5,4
86,39,6,237
86,39,7,482
86,39,8,135
86,39,9,304
86,40,0,554
86,40,1,756
86,40,2,299
86,40,3,514
86,40,4,924
86,40,5,659
86,40,6,138
86,40,7,124
86,40,8,946
86,40,9,688
86,41,0,512
86,41,1,6
86,41,2,68
86,41,3,20
86,41,4,41
86,41,5,737
86,41,6,397
86,41,7,645
86,41,8,839
86,41,9,363
86,42,0,695
86,42,1,100
86,42,2,47
86,42,3,28
86,42,4,86
86,42,5,609
86,42,6,127
86,42,7,843
86,42,8,942
86,42,9,356
86,43,0,509
86,43,1,924
86,43,2,52
86,43,3,755
86,43,4,536
86,43,5,995
86,43,6,667
86,43,7,597
86,43,8,544
86,43,9,457
86,44,0,395
86,44,1,861
86,44,2,292
86,44,3,487
86,44,4,945
86,44,5,945
86,44,6,794
86,44,7,54
86,44,8,98
86,44,9,459
86,45,0,86
86,45,1,373
86,45,2,232
86,45,3,788
86,45,4,946
86,45,5,23
86,45,6,82
86,45,7,575
86,45,8,750
86,45,9,263
86,46,0,18
86,46,1,130
86,46,2,863
86,46,3,7
86,46,4,546
86,46,5,304
86,46,6,901
86,46,7,354
86,46,8,759
86,46,9,518
86,47,0,191
86,47,1,454
86,47,2,635
86,47,3,988
86,47,4,7
86,47,5,914
86,47,6,311
86,47,7,817
86,47,8,300
86,47,9,41
86,48,0,156
86,48,1,70
86,48,2,119
86,48,3,259
86,48,4,937
86,48,5,348
86,48,6,864
86,48,7,980
86,48,8,67
86,48,9,878
86,49,0,199
86,49,1,961
86,49,2,204
86,49,3,610
86,49,4,198
86,49,5,440
86,49,6,797
86,49,7,457
86,49,8,509
86,49,9,735
86,50,0,788
86,50,1,239
86,50,2,757
86,50,3,281
86,50,4,52
86,50,5,853
86,50,6,69
86,50,7,684
86,50,8,775
86,50,9,512
86,51,0,515
86,51,1,810
86,51,2,759
86,51,3,513
86,51,4,243
86,51,5,719
86,51,6,937
86,51,7,764
86,51,8,473
86,51,9,480
86,52,0,203
86,52,1,99
86,52,2,983
86,52,3,819
86,52,4,314
86,52,5,237
86,52,6,874
86,52,7,661
86,52,8,924
86,52,9,859
86,53,0,641
86,53,1,750
86,53,2,924
86,53,3,285
86,53,4,953
86,53,5,418
86,53,6,127
86,53,7,477
86,53,8,553
86,53,9,471
86,54,0,317
86,54,1,765
86,54,2,181
86,54,3,661
86,54,4,664
86,54,5,607
86,54,6,521
86,54,7,540
86,54,8,622
86,54,9,309
86,55,0,425
86,55,1,156
86,55,2,177
86,55,3,395
86,55,4,195
86,55,5,494
86,55,6,300
86,55,7,669
86,55,8,644
86,55,9,738
86,56,0,650
86,56,1,79
86,56,2,249
86,56,3,857
86,56,4,6
86,56,5,240
86,56,6,513
86,56,7,567
86,56,8,189
86,56,9,606
86,57,0,543
86,57,1,970
86,57,2,921
86,57,3,928
86,57,4,920
86,57,5,258
86,57,6,189
86,57,7,645
86,57,8,979
86,57,9,313
86,58,0,545
86,58,1,918
86,58,2,743
86,58,3,446
86,58,4,415
86,58,5,459
86,58,6,47
86,58,7,721
86,58,8,885
86,58,9,60
86,59,0,93
86,59,1,681
86,59,2,323
86,59,3,63
86,59,4,363
86,59,5,543
86,59,6,149
86,59,7,860
86,59,8,931
86,59,9,693
86,60,0,229
86,60,1,763
86,60,2,893
86,60,3,399
86,60,4,413
86,60,5,948
86,60,6,687
86,60,7,477
86,60,8,393
86,60,9,53
86,61,0,729
86,61,1,262
86,61,2,269
86,61,3,227
86,61,4,373
86,61,5,623
86,61,6,213
86,61,7,139
86,61,8,730
86,61,9,786
86,62,0,158
86,62,1,374
86,62,2,936
86,62,3,260
86,62,4,137
86,62,5,717
86,62,6,258
86,62,7,367
86,62,8,58
86,62,9,179
86,63,0,209
86,63,1,855
86,63,2,121
86,63,3,905
86,63,4,887
86,63,5,365
86,63,6,412
86,63,7,828
86,63,8,594
86,63,9,827
86,64,0,517
86,64,1,780
86,64,2,232
86,64,3,286
86,64,4,847
86,64,5,269
86,64,6,512
86,64,7,713
86,64,8,504
86,64,9,10
86,65,0,380
86,65,1,476
86,65,2,454
86,65,3,175
86,65,4,949
86,65,5,872
86,65,6,860
86,65,7,12
86,65,8,506
86,65,9,492
86,66,0,387
86,66,1,598
86,66,2,336
86,66,3,186
86,66,4,367
86,66,5,313
86,66,6,856
86,66,7,98
86,66,8,958
86,66,9,142
86,67,0,637
86,67,1,944
86,67,2,454
86,67,3,972
86,67,4,348
86,67,5,711
86,67,6,300
86,67,7,10
86,67,8,707
86,67,9,908
86,68,0,777
86,68,1,797
86,68,2,240
86,68,3,306
86,68,4,46
86,68,5,506
86,68,6,645
86,68,7,377
86,68,8,79
86,68,9,830
86,69,0,776
86,69,1,416
86,69,2,396
86,69,3,175
86,69,4,102
86,69,5,584
86,69,6,607
86,69,7,356
86,69,8,366
86,69,9,946
86,70,0,798
86,70,1,390
86,70,2,905
86,70,3,189
86,70,4,549
86,70,5,150
86,70,6,529
86,70,7,705
86,70,8,474
86,70,9,881
86,71,0,419
86,71,1,896
86,71,2,50
86,71,3,462
86,71,4,715
86,71,5,412
86,71,6,242
86,71,7,396
86,71,8,996
86,71,9,772
86,72,0,721
86,72,1,180
86,72,2,162
86,72,3,237
86,72,4,119
86,72,5,468
86,72,6,222
86,72,7,152
86,72,8,160
86,72,9,852
86,73,0,279
86,73,1,626
86,73,2,880
86,73,3,143
86,73,4,528
86,73,5,798
86,73,6,873
86,73,7,998
86,73,8,548
86,73,9,500
86,74,0,275
86,74,1,474
86,74,2,534
86,74,3,838
86,74,4,211
86,74,5,650
86,74,6,463
86,74,7,85
86,74,8,311
86,74,9,551
86,75,0,593
86,75,1,78
86,75,2,730
86,75,3,825
86,75,4,625
86,75,5,232
86,75,6,904
86,75,7,536
86,75,8,819
86,75,9,538
86,76,0,893
86,76,1,930
86,76,2,173
86,76,3,399
86,76,4,443
86,76,5,167
86,76,6,791
86,76,7,537
86,76,8,284
86,76,9,796
86,77,0,332
86,77,1,754
86,77,2,74
86,77,3,748
86,77,4,605
86,77,5,166
86,77,6,132
86,77,7,544
86,77,8,111
86,77,9,503
86,78,0,232
86,78,1,44
86,78,2,859
86,78,3,179
86,78,4,741
86,78,5,685
86,78,6,778
86,78,7,206
86,78,8,967
86,78,9,331
86,79,0,450
86,79,1,840
86,79,2,456
86,79,3,262
86,79,4,446
86,79,5,616
86,79,6,844
86,79,7,335
86,79,8,44
86,79,9,642
86,80,0,181
86,80,1,958
86,80,2,589
86,80,3,980
86,80,4,532
86,80,5,947
86,80,6,955
86,80,7,583
86,80,8,921
86,80,9,95
86,81,0,380
86,81,1,785
86,81,2,812
86,81,3,140
86,81,4,278
86,81,5,461
86,81,6,51
86,81,7,352
86,81,8,326
86,81,9,747
86,82,0,127
86,82,1,890
86,82,2,777
86,82,3,625
86,82,4,555
86,82,5,182
86,82,6,497
86,82,7,938
86,82,8,212
86,82,9,10
86,83,0,549
86,83,1,712
86,83,2,200
86,83,3,237
86,83,4,973
86,83,5,2
86,83,6,578
86,83,7,312
86,83,8,836
86,83,9,917
86,84,0,618
86,84,1,984
86,84,2,588
86,84,3,274
86,84,4,286
86,84,5,273
86,84,6,58
86,84,7,542
86,84,8,370
86,84,9,58
86,85,0,689
86,85,1,641
86,85,2,791
86,85,3,461
86,85,4,625
86,85,5,982
86,85,6,278
86,85,7,61
86,85,8,354
86,85,9,633
86,86,0,386
86,86,1,617
86,86,2,786
86,86,3,75
86,86,4,445
86,86,5,989
86,86,6,143
86,86,7,657
86,86,8,750
86,86,9,812
86,87,0,499
86,87,1,719
86,87,2,610
86,87,3,426
86,87,4,98
86,87,5,382
86,87,6,577
86,87,7,679
86,87,8,299
86,87,9,53
86,88,0,809
86,88,1,952
86,88,2,119
86,88,3,36
86,88,4,292
86,88,5,763
86,88,6,741
86,88,7,841
86,88,8,930
86,88,9,791
86,89,0,649
86,89,1,206
86,89,2,711
86,89,3,10
86,89,4,647
86,89,5,534
86,89,6,273
86,89,7,273
86,89,8,609
86,89,9,142
86,90,0,318
86,90,1,783
86,90,2,837
86,90,3,658
86,90,4,882
86,90,5,780
86,90,6,496
86,90,7,322
86,90,8,680
86,90,9,529
86,91,0,664
86,91,1,928
86,91,2,781
86,91,3,151
86,91,4,542
86,91,5,117
86,91,6,915
86,91,7,860
86,91,8,139
86,91,9,85
86,92,0,53
86,92,1,49
86,92,2,464
86,92,3,629
86,92,4,784
86,92,5,799
86,92,6,893
86,92,7,7
86,92,8,462
86,92,9,849
86,93,0,26
86,93,1,411
86,93,2,571
86,93,3,453
86,93,4,37
86,93,5,37
86,93,6,562
86,93,7,643
86,93,8,401
86,93,9,550
86,94,0,495
86,94,1,863
86,94,2,568
86,94,3,995
86,94,4,230
86,94,5,289
86,94,6,766
86,94,7,398
86,94,8,3
86,94,9,556
86,95,0,614
86,95,1,654
86,95,2,967
86,95,3,371
86,95,4,762
86,95,5,115
86,95,6,340
86,95,7,715
86,95,8,928
86,95,9,409
86,96,0,999
86,96,1,700
86,96,2,251
86,96,3,373
86,96,4,319
86,96,5,260
86,96,6,163
86,96,7,614
86,96,8,658
86,96,9,273
86,97,0,819
86,97,1,258
86,97,2,967
86,97,3,740
86,97,4,274
86,97,5,550
86,97,6,525
86,97,7,976
86,97,8,799
86,97,9,329
86,98,0,345
86,98,1,240
86,98,2,905
86,98,3,113
86,98,4,700
86,98,5,190
86,98,6,471
86,98,7,429
86,98,8,258
86,98,9,26
86,99,0,291
86,99,1,56
86,99,2,826
86,99,3,466
86,99,4,21
86,99,5,233
86,99,6,77
86,99,7,389
86,99,8,957
86,99,9,933
87,0,0,594
87,0,1,838
87,0,2,101
87,0,3,520
87,0,4,774
87,0,5,929
87,0,6,337
87,0,7,468
87,0,8,868
87,0,9,200
87,1,0,738
87,1,1,566
87,1,2,990
87,1,3,270
87,1,4,276
87,1,5,961
87,1,6,10
87,1,7,769
87,1,8,459
87,1,9,324
87,2,0,427
87,2,1,985
87,2,2,298
87,2,3,694
87,2,4,377
87,2,5,46
87,2,6,702
87,2,7,113
87,2,8,536
87,2,9,293
87,3,0,141
87,3,1,632
87,3,2,696
87,3,3,559
87,3,4,611
87,3,5,947
87,3,6,376
87,3,7,228
87,3,8,263
87,3,9,925
87,4,0,265
87,4,1,621
87,4,2,178
87,4,3,927
87,4,4,573
87,4,5,910
87,4,6,957
87,4,7,288
87,4,8,610
87,4,9,426
87,5,0,210
87,5,1,565
87,5,2,575
87,5,3,434
87,5,4,297
87,5,5,284
87,5,6,951
87,5,7,827
87,5,8,229
87,5,9,975
87,6,0,83
87,6,1,820
87,6,2,969
87,6,3,627
87,6,4,404
87,6,5,581
87,6,6,93
87,6,7,180
87,6,8,193
87,6,9,207
87,7,0,202
87,7,1,91
87,7,2,977
87,7,3,946
87,7,4,856
87,7,5,94
87,7,6,596
87,7,7,76
87,7,8,567
87,7,9,569
87,8,0,282
87,8,1,392
87,8,2,894
87,8,3,799
87,8,4,474
87,8,5,68
87,8,6,894
87,8,7,65
87,8,8,700
87,8,9,220
87,9,0,245
87,9,1,898
87,9,2,921
87,9,3,398
87,9,4,103
87,9,5,951
87,9,6,737
87,9,7,686
87,9,8,699
87,9,9,269
87,10,0,409
87,10,1,959
87,10,2,434
87,10,3,870
87,10,4,692
87,10,5,887
87,10,6,501
87,10,7,154
87,10,8,644
87,10,9,565
87,11,0,220
87,11,1,566
87,11,2,93
87,11,3,621
87,11,4,244
87,11,5,207
87,11,6,333
87,11,7,464
87,11,8,843
87,11,9,701
87,12,0,257
87,12,1,487
87,12,2,754
87,12,3,545
87,12,4,913
87,12,5,294
87,12,6,638
87,12,7,919
87,12,8,819
87,12,9,173
87,13,0,713
87,13,1,463
87,13,2,853
87,13,3,251
87,13,4,794
87,13,5,84
87,13,6,718
87,13,7,87
87,13,8,19
87,13,9,697
87,14,0,642
87,14,1,939
87,14,2,981
87,14,3,827
87,14,4,209
87,14,5,61
87,14,6,931
87,14,7,106
87,14,8,971
87,14,9,77
87,15,0,847
87,15,1,316
87,15,2,602
87,15,3,933
87,15,4,297
87,15,5,285
87,15,6,415
87,15,7,100
87,15,8,578
87,15,9,831
87,16,0,844
87,16,1,703
87,16,2,654
87,16,3,503
87,16,4,140
87,16,5,958
87,16,6,665
87,16,7,284
87,16,8,579
87,16,9,662
87,17,0,107
87,17,1,635
87,17,2,81
87,17,3,483
87,17,4,20
87,17,5,360
87,17,6,883
87,17,7,816
87,17,8,615
87,17,9,53
87,18,0,954
87,18,1,188
87,18,2,420
87,18,3,6
87,18,4,494
87,18,5,171
87,18,6,861
87,18,7,727
87,18,8,865
87,18,9,819
87,19,0,629
87,19,1,910
87,19,2,3
87,19,3,744
87,19,4,263
87,19,5,16
87,19,6,81
87,19,7,764
87,19,8,202
87,19,9,239
87,20,0,726
87,20,1,110
87,20,2,131
87,20,3,555
87,20,4,929
87,20,5,134
87,20,6,306
87,20,7,238
87,20,8,222
87,20,9,862
87,21,0,176
87,21,1,114
87,21,2,177
87,21,3,443
87,21,4,934
87,21,5,656
87,21,6,264
87,21,7,166
87,21,8,465
87,21,9,624
87,22,0,221
87,22,1,622
87,22,2,995
87,22,3,808
87,22,4,351
87,22,5,772
87,22,6,445
87,22,7,702
87,22,8,307
87,22,9,93
87,23,0,251
87,23,1,698
87,23,2,832
87,23,3,210
87,23,4,41
87,23,5,375
87,23,6,344
87,23,7,50
87,23,8,17
87,23,9,530
87,24,0,399
87,24,1,278
87,24,2,59
87,24,3,804
87,24,4,93
87,24,5,920
87,24,6,279
87,24,7,87
87,24,8,226
87,24,9,597
87,25,0,750
87,25,1,777
87,25,2,951
87,25,3,629
87,25,4,879
87,25,5,849
87,25,6,726
87,25,7,163
87,25,8,749
87,25,9,790
87,26,0,28
87,26,1,123
87,26,2,413
87,26,3,900
87,26,4,516
87,26,5,812
87,26,6,968
87,26,7,785
87,26,8,977
87,26,9,219
87,27,0,516
87,27,1,383
87,27,2,65
87,27,3,206
87,27,4,517
87,27,5,225
87,27,6,989
87,27,7,731
87,27,8,137
87,27,9,262
87,28,0,621
87,28,1,401
87,28,2,891
87,28,3,932
87,28,4,102
87,28,5,8
87,28,6,607
87,28,7,945
87,28,8,99
87,28,9,451
87,29,0,254
87,29,1,116
87,29,2,507
87,29,3,357
87,29,4,199
87,29,5,527
87,29,6,202
87,29,7,990
87,29,8,44
87,29,9,152
87,30,0,443
87,30,1,611
87,30,2,152
87,30,3,832
87,30,4,629
87,30,5,849
87,30,6,217
87,30,7,793
87,30,8,593
87,30,9,166
87,31,0,753
87,31,1,340
87,31,2,333
87,31,3,380
87,31,4,27
87,31,5,935
87,31,6,332
87,31,7,596
87,31,8,261
87,31,9,894
87,32,0,968
87,32,1,661
87,32,2,511
87,32,3,64
87,32,4,830
87,32,5,750
87,32,6,185
87,32,7,35
87,32,8,88
87,32,9,517
87,33,0,573
87,33,1,338
87,33,2,822
87,33,3,306
87,33,4,254
87,33,5,859
87,33,6,808
87,33,7,641
87,33,8,43
87,33,9,351
87,34,0,866
87,34,1,245
87,34,2,886
87,34,3,846
87,34,4,837
87,34,5,784
87,34,6,992
87,34,7,68
87,34,8,227
87,34,9,736
87,35,0,415
87,35,1,477
87,35,2,345
87,35,3,342
87,35,4,961
87,35,5,414
87,35,6,948
87,35,7,651
87,35,8,242
87,35,9,334
87,36,0,218
87,36,1,730
87,36,2,332
87,36,3,503
87,36,4,15
87,36,5,265
87,36,6,628
87,36,7,599
87,36,8,689
87,36,9,572
87,37,0,439
87,37,1,284
87,37,2,104
87,37,3,786
87,37,4,428
87,37,5,539
87,37,6,436
87,37,7,591
87,37,8,591
87,37,9,609
87,38,0,171
87,38,1,763
87,38,2,705
87,38,3,810
87,38,4,474
87,38,5,835
87,38,6,880
87,38,7,643
87,38,8,159
87,38,9,739
87,39,0,992
87,39,1,489
87,39,2,483
87,39,3,883
87,39,4,90
87,39,5,490
87,39,6,176
87,39,7,702
87,39,8,761
87,39,9,571
87,40,0,691
87,40,1,453
87,40,2,846
87,40,3,152
87,40,4,559
87,40,5,259
87,40,6,939
87,40,7,392
87,40,8,461
87,40,9,722
87,41,0,463
87,41,1,476
87,41,2,6
87,41,3,673
87,41,4,90
87,41,5,683
87,41,6,408
87,41,7,733
87,41,8,152
87,41,9,708
87,42,0,921
87,42,1,428
87,42,2,691
87,42,3,30
87,42,4,273
87,42,5,774
87,42,6,753
87,42,7,815
87,42,8,485
87,42,9,75
87,43,0,839
87,43,1,607
87,43,2,426
87,43,3,458
87,43,4,152
87,43,5,909
87,43,6,634
87,43,7,574
87,43,8,580
87,43,9,992
87,44,0,870
87,44,1,347
87,44,2,462
87,44,3,498
87,44,4,62
87,44,5,966
87,44,6,990
87,44,7,935
87,44,8,378
87,44,9,372
87,45,0,684
87,45,1,500
87,45,2,539
87,45,3,92
87,45,4,46
87,45,5,370
87,45,6,292
87,45,7,444
87,45,8,180
87,45,9,589
87,46,0,500
87,46,1,889
87,46,2,203
87,46,3,434
87,46,4,955
87,46,5,569
87,46,6,19
87,46,7,723
87,46,8,757
87,46,9,327
87,47,0,685
87,47,1,55
87,47,2,772
87,47,3,32
87,47,4,743
87,47,5,109
87,47,6,292
87,47,7,841
87,47,8,326
87,47,9,385
87,48,0,758
87,48,1,168
87,48,2,669
87,48,3,947
87,48,4,687
87,48,5,402
87,48,6,263
87,48,7,656
87,48,8,902
87,48,9,787
87,49,0,982
87,49,1,140
87,49,2,479
87,49,3,529
87,49,4,207
87,49,5,519
87,49,6,568
87,49,7,746
87,49,8,890
87,49,9,926
87,50,0,357
87,50,1,498
87,50,2,397
87,50,3,144
87,50,4,387
87,50,5,650
87,50,6,756
87,50,7,794
87,50,8,832
87,50,9,979
87,51,0,959
87,51,1,408
87,51,2,494
87,51,3,785
87,51,4,74
87,51,5,534
87,51,6,769
87,51,7,823
87,51,8,440
87,51,9,740
87,52,0,428
87,52,1,347
87,52,2,19
87,52,3,607
87,52,4,524
87,52,5,327
87,52,6,922
87,52,7,479
87,52,8,577
87,52,9,271
87,53,0,776
87,53,1,319
87,53,2,139
87,53,3,321
87,53,4,594
87,53,5,746
87,53,6,901
87,53,7,831
87,53,8,957
87,53,9,852
87,54,0,161
87,54,1,95
87,54,2,498
87,54,3,964
87,54,4,524
87,54,5,901
87,54,6,520
87,54,7,155
87,54,8,559
87,54,9,220
87,55,0,227
87,55,1,465
87,55,2,40
87,55,3,179
87,55,4,200
87,55,5,421
87,55,6,923
87,55,7,404
87,55,8,317
87,55,9,840
87,56,0,561
87,56,1,94
87,56,2,48
87,56,3,375
87,56,4,88
87,56,5,346
87,56,6,831
87,56,7,713
87,56,8,260
87,56,9,185
87,57,0,567
87,57,1,819
87,57,2,895
87,57,3,660
87,57,4,390
87,57,5,227
87,57,6,120
87,57,7,333
87,57,8,707
87,57,9,721
87,58,0,532
87,58,1,325
87,58,2,496
87,58,3,967
87,58,4,741
87,58,5,758
87,58,6,53
87,58,7,967
87,58,8,439
87,58,9,892
87,59,0,752
87,59,1,277
87,59,2,526
87,59,3,816
87,59,4,741
87,59,5,801
87,59,6,443
87,59,7,502
87,59,8,189
87,59,9,686
87,60,0,378
87,60,1,773
87,60,2,985
87,60,3,922
87,60,4,488
87,60,5,847
87,60,6,613
87,60,7,294
87,60,8,4
87,60,9,418
87,61,0,939
87,61,1,631
87,61,2,379
87,61,3,865
87,61,4,600
87,61,5,444
87,61,6,766
87,61,7,205
87,61,8,69
87,61,9,386
87,62,0,199
87,62,1,916
87,62,2,819
87,62,3,951
87,62,4,173
87,62,5,584
87,62,6,88
87,62,7,543
87,62,8,699
87,62,9,519
87,63,0,924
87,63,1,187
87,63,2,698
87,63,3,129
87,63,4,819
87,63,5,813
87,63,6,209
87,63,7,187
87,63,8,153
87,63,9,852
87,64,0,577
87,64,1,600
87,64,2,462
87,64,3,415
87,64,4,799
87,64,5,329
87,64,6,161
87,64,7,978
87,64,8,316
87,64,9,863
87,65,0,608
87,65,1,594
87,65,2,436
87,65,3,902
87,65,4,429
87,65,5,927
87,65,6,790
87,65,7,990
87,65,8,616
87,65,9,458
87,66,0,492
87,66,1,276
87,66,2,245
87,66,3,550
87,66,4,617
87,66,5,7
87,66,6,844
87,66,7,124
87,66,8,739
87,66,9,690
87,67,0,291
87,67,1,232
87,67,2,90
87,67,3,885
87,67,4,399
87,67,5,205
87,67,6,334
87,67,7,267
87,67,8,510
87,67,9,67
87,68,0,949
87,68,1,787
87,68,2,442
87,68,3,825
87,68,4,516
87,68,5,725
87,68,6,562
87,68,7,896
87,68,8,378
87,68,9,662
87,69,0,448
87,69,1,494
87,69,2,236
87,69,3,955
87,69,4,802
87,69,5,899
87,69,6,607
87,69,7,989
87,69,8,986
87,69,9,756
87,70,0,376
87,70,1,561
87,70,2,486
87,70,3,610
87,70,4,296
87,70,5,142
87,70,6,389
87,70,7,379
87,70,8,254
87,70,9,330
87,71,0,300
87,71,1,276
87,71,2,996
87,71,3,606
87,71,4,175
87,71,5,527
87,71,6,160
87,71,7,669
87,71,8,326
87,71,9,284
87,72,0,493
87,72,1,825
87,72,2,340
87,72,3,580
87,72,4,887
87,72,5,96
87,72,6,332
87,72,7,169
87,72,8,745
87,72,9,420
87,73,0,599
87,73,1,402
87,73,2,710
87,73,3,552
87,73,4,63
87,73,5,253
87,73,6,174
87,73,7,153
87,73,8,848
87,73,9,188
87,74,0,498
87,74,1,133
87,74,2,295
87,74,3,679
87,74,4,993
87,74,5,635
87,74,6,859
87,74,7,222
87,74,8,169
87,74,9,820
87,75,0,446
87,75,1,351
87,75,2,364
87,75,3,975
87,75,4,215
87,75,5,177
87,75,6,611
87,75,7,185
87,75,8,67
87,75,9,928
87,76,0,422
87,76,1,764
87,76,2,206
87,76,3,49
87,76,4,358
87,76,5,979
87,76,6,8
87,76,7,339
87,76,8,225
87,76,9,950
87,77,0,742
87,77,1,586
87,77,2,203
87,77,3,874
87,77,4,89
87,77,5,865
87,77,6,420
87,77,7,564
87,77,8,851
87,77,9,714
87,78,0,724
87,78,1,435
87,78,2,821
87,78,3,169
87,78,4,438
87,78,5,879
87,78,6,814
87,78,7,112
87,78,8,467
87,78,9,425
87,79,0,522
87,79,1,73
87,79,2,434
87,79,3,248
87,79,4,348
87,79,5,246
87,79,6,513
87,79,7,649
87,79,8,8
87,79,9,473
87,80,0,977
87,80,1,677
87,80,2,619
87,80,3,34
87,80,4,163
87,80,5,339
87,80,6,422
87,80,7,36
87,80,8,909
87,80,9,859
87,81,0,265
87,81,1,58
87,81,2,656
87,81,3,328
87,81,4,875
87,81,5,201
87,81,6,80
87,81,7,666
87,81,8,381
87,81,9,583
87,82,0,90
87,82,1,494
87,82,2,949
87,82,3,395
87,82,4,952
87,82,5,967
87,82,6,693
87,82,7,866
87,82,8,646
87,82,9,952
87,83,0,549
87,83,1,114
87,83,2,114
87,83,3,567
87,83,4,762
87,83,5,349
87,83,6,769
87,83,7,157
87,83,8,701
87,83,9,709
87,84,0,356
87,84,1,196
87,84,2,116
87,84,3,310
87,84,4,412
87,84,5,234
87,84,6,381
87,84,7,882
87,84,8,445
87,84,9,688
87,85,0,698
87,85,1,636
87,85,2,572
87,85,3,597
87,85,4,612
87,85,5,589
87,85,6,841
87,85,7,3
87,85,8,562
87,85,9,265
87,86,0,497
87,86,1,127
87,86,2,521
87,86,3,991
87,86,4,37
87,86,5,676
87,86,6,562
87,86,7,419
87,86,8,49
87,86,9,223
87,87,0,586
87,87,1,457
87,87,2,905
87,87,3,236
87,87,4,38
87,87,5,735
87,87,6,921
87,87,7,237
87,87,8,202
87,87,9,644
87,88,0,663
87,88,1,312
87,88,2,848
87,88,3,394
87,88,4,629
87,88,5,8
87,88,6,665
87,88,7,30
87,88,8,894
87,88,9,446
87,89,0,504
87,89,1,922
87,89,2,38
87,89,3,869
87,89,4,128
87,89,5,884
87,89,6,598
87,89,7,692
87,89,8,214
87,89,9,746
87,90,0,701
87,90,1,218
87,90,2,202
87,90,3,786
87,90,4,542
87,90,5,378
87,90,6,669
87,90,7,690
87,90,8,746
87,90,9,157
87,91,0,150
87,91,1,191
87,91,2,871
87,91,3,200
87,91,4,787
87,91,5,83
87,91,6,885
87,91,7,118
87,91,8,117
87,91,9,824
87,92,0,589
87,92,1,861
87,92,2,177
87,92,3,785
87,92,4,404
87,92,5,386
87,92,6,314
87,92,7,523
87,92,8,922
87,92,9,595
87,93,0,385
87,93,1,558
87,93,2,227
87,93,3,873
87,93,4,53
87,93,5,797
87,93,6,700
87,93,7,244
87,93,8,633
87,93,9,690
87,94,0,925
87,94,1,469
87,94,2,313
87,94,3,520
87,94,4,312
87,94,5,924
87,94,6,804
87,94,7,154
87,94,8,967
87,94,9,359
87,95,0,626
87,95,1,2
87,95,2,914
87,95,3,506
87,95,4,254
87,95,5,628
87,95,6,275
87,95,7,372
87,95,8,220
87,95,9,182
87,96,0,959
87,96,1,772
87,96,2,579
87,96,3,407
87,96,4,881
87,96,5,927
87,96,6,631
87,96,7,417
87,96,8,352
87,96,9,77
87,97,0,836
87,97,1,19
87,97,2,165
87,97,3,448
87,97,4,803
87,97,5,578
87,97,6,54
87,97,7,264
87,97,8,74
87,97,9,318
87,98,0,100
87,98,1,330
87,98,2,970
87,98,3,739
87,98,4,770
87,98,5,382
87,98,6,276
87,98,7,85
87,98,8,858
87,98,9,960
87,99,0,88
87,99,1,37
87,99,2,986
87,99,3,820
87,99,4,875
87,99,5,527
87,99,6,669
87,99,7,835
87,99,8,856
87,99,9,447
88,0,0,254
88,0,1,467
88,0,2,176
88,0,3,593
88,0,4,375
88,0,5,570
88,0,6,74
88,0,7,816
88,0,8,189
88,0,9,343
88,1,0,429
88,1,1,685
88,1,2,254
88,1,3,759
88,1,4,925
88,1,5,142
88,1,6,984
88,1,7,306
88,1,8,552
88,1,9,323
88,2,0,142
88,2,1,920
88,2,2,639
88,2,3,363
88,2,4,335
88,2,5,377
88,2,6,449
88,2,7,125
88,2,8,700
88,2,9,251
88,3,0,119
88,3,1,397
88,3,2,934
88,3,3,153
88,3,4,736
88,3,5,974
88,3,6,113
88,3,7,348
88,3,8,883
88,3,9,821
88,4,0,282
88,4,1,389
88,4,2,279
